pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
K2-155,d,K2-155 d,Transit,0,3,40.718,0.005,-0.005,0,0.1937,0.0064,-0.0059,0,,,,0,89.61,0.27,-0.48,0,,,,0,,0.17,0.062,-0.018,0,,,,0,0,0,1,0,04h21m52.49s,65.468697,+21d21m13.0s,21.3536,82,29,-12,0,72.95,0.28,-0.28,0,12.806,0.05,0,V (Johnson),12.253,,0,4258,150,-150,0,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,4/26/18,K2
K2-158,b,K2-158 b,Transit,0,2,10.06049,0.00134,-0.00148,0,0.0887,0.0008,-0.0008,0,,,,0,,,,0,,,,0,,0.236,0.014,-0.009,0,,,,0,0,0,1,0,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,198.2,2.1,-2.1,0,198.4,2.05,-2.05,0,11.774,0.174,0,V (Johnson),11.613,,0,5503,51,-48,0,0.92,0.03,-0.02,0,0.95,0.02,-0.02,0,7/12/18,K2
K2-158,c,K2-158 c,Transit,0,2,5.90279,0.00191,-0.00233,0,0.0622,0.0006,-0.0006,0,,,,0,,,,0,,,,0,,0.114,0.012,-0.009,0,,,,0,0,0,1,0,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,198.2,2.1,-2.1,0,198.4,2.05,-2.05,0,11.774,0.174,0,V (Johnson),11.613,,0,5503,51,-48,0,0.92,0.03,-0.02,0,0.95,0.02,-0.02,0,7/12/18,K2
K2-16,b,K2-16 b,Transit,0,3,7.6188,0.00087,-0.00087,0,0.0667,0.0011,-0.0011,0,,,,,87.97,1.47,-1.86,0,,,,,,0.18,0.021,-0.021,0,,,,,0,0,1,0,11h40m23.34s,175.09726,+04d33m26.4s,4.55734,338.19,4.23,-4.23,0,338.19,4.23,-4.23,0,14.67,0.04,0,V (Johnson),14.323,,0,,,,0,0.67,0.03,-0.04,0,,,,0,7/7/16,K2
K2-16,c,K2-16 c,Transit,0,3,19.07863,0.00327,-0.00327,0,0.1229,0.0021,-0.0021,0,,,,,87.83,1.68,-1.68,0,,,,,,0.227,0.1,-0.042,0,,,,,0,0,1,0,11h40m23.34s,175.09726,+04d33m26.4s,4.55734,338.19,4.23,-4.23,0,338.19,4.23,-4.23,0,14.67,0.04,0,V (Johnson),14.323,,0,,,,0,0.67,0.03,-0.04,0,,,,0,7/7/16,K2
K2-165,b,K2-165 b,Transit,0,3,2.354992,0.000246,-0.000261,0,,,,,,,,,87.083,2.151,-4.383,0,,,,,,0.114,0.013,-0.009,0,,,,,0,0,1,0,12h19m36.08s,184.90033,+00d58m06.2s,0.968397,135.1,1.19,-1.19,0,135.1,1.19,-1.19,0,11.331,0.117,0,V (Johnson),11.327,,0,5185,50,-50,0,0.83,0.03,-0.03,0,0.8,0.05,-0.03,0,2/15/18,K2
K2-165,c,K2-165 c,Transit,0,3,4.382745,0.000514,-0.000536,0,,,,,,,,,87.054,2.053,-4.971,0,,,,,,0.139,0.019,-0.01,0,,,,,0,0,1,0,12h19m36.08s,184.90033,+00d58m06.2s,0.968397,135.1,1.19,-1.19,0,135.1,1.19,-1.19,0,11.331,0.117,0,V (Johnson),11.327,,0,5185,50,-50,0,0.83,0.03,-0.03,0,0.8,0.05,-0.03,0,2/15/18,K2
K2-165,d,K2-165 d,Transit,0,3,14.101361,0.001146,-0.001065,0,,,,,,,,,89.002,0.722,-1.166,0,,,,,,0.236,0.023,-0.013,0,,,,,0,0,1,0,12h19m36.08s,184.90033,+00d58m06.2s,0.968397,135.1,1.19,-1.19,0,135.1,1.19,-1.19,0,11.331,0.117,0,V (Johnson),11.327,,0,5185,50,-50,0,0.83,0.03,-0.03,0,0.8,0.05,-0.03,0,2/15/18,K2
K2-166,b,K2-166 b,Transit,0,2,8.52695,0.00362,-0.0037,0,0.0858,0.001,-0.0009,0,,,,0,,,,0,,,,0,,0.195,0.018,-0.017,0,,,,0,0,0,1,0,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481,9.7,-8.9,0,483.38,9.69,-9.69,0,12.074,0.01,0,V (Johnson),11.946,,0,,,,0,1.07,0.03,-0.03,0,,,,0,7/12/18,K2
K2-168,b,K2-168 b,Transit,0,2,15.853989,0.001415,-0.001384,0,,,,,,,,,88.948,0.74,-1.35,0,,,,,,0.191,0.018,-0.012,0,,,,,0,0,1,0,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,4.19,-4.19,0,245.56,4.19,-4.19,0,12.291,0.01,0,V (Johnson),12.098,,0,,,,0,0.91,0.03,-0.03,0,,,,0,2/15/18,K2
K2-170,b,K2-170 b,Transit,0,2,7.576544,0.001841,-0.00169,0,,,,,,,,,87.989,1.423,-3.339,0,,,,,,0.127,0.018,-0.012,0,,,,,0,0,1,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,6.49,-6.49,0,397.26,6.49,-6.49,0,12.633,0.031,0,V (Johnson),12.496,,0,5748,50,-50,0,0.96,0.03,-0.03,0,0.98,0.11,-0.07,0,2/15/18,K2
K2-170,c,K2-170 c,Transit,0,2,12.400047,0.001735,-0.001883,0,,,,,,,,,88.668,0.965,-2.262,0,,,,,,0.161,0.022,-0.014,0,,,,,0,0,1,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,6.49,-6.49,0,397.26,6.49,-6.49,0,12.633,0.031,0,V (Johnson),12.496,,0,5748,50,-50,0,0.96,0.03,-0.03,0,0.98,0.11,-0.07,0,2/15/18,K2
K2-172,b,K2-172 b,Transit,0,2,14.316941,0.001445,-0.001411,0,,,,,,,,,88.914,0.78,-1.72,0,,,,,,0.149,0.014,-0.008,0,,,,,0,0,1,0,22h21m14.01s,335.30838,-12d33m24.8s,-12.5569,251.51,2.93,-2.93,0,251.51,2.93,-2.93,0,12.438,0.031,0,V (Johnson),12.281,,0,5569,50,-50,0,0.93,0.03,-0.03,0,0.87,0.04,-0.03,0,2/15/18,K2
K2-172,c,K2-172 c,Transit,0,2,29.62682,0.001555,-0.001607,0,,,,,,,,,89.497,0.348,-0.528,0,,,,,,0.286,0.017,-0.012,0,,,,,0,0,1,0,22h21m14.01s,335.30838,-12d33m24.8s,-12.5569,251.51,2.93,-2.93,0,251.51,2.93,-2.93,0,12.438,0.031,0,V (Johnson),12.281,,0,5569,50,-50,0,0.93,0.03,-0.03,0,0.87,0.04,-0.03,0,2/15/18,K2
K2-18,b,K2-18 b,Transit,0,2,32.939623,0.000095,-0.0001,0,0.1429,0.006,-0.0065,0,0.2,0.08,-0.08,0,,,,0,0.02807,0.00535,-0.00503,0,Mass,0.211,0.02,-0.02,0,4.11,1.72,-1.18,0,0,0,1,1,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,13.496,0.05,0,V (Johnson),12.415,,0,3457,39,-39,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,3/21/19,K2
K2-18,c,K2-18 c,Radial Velocity,1,2,8.962,0.008,-0.008,0,0.06,0.003,-0.003,0,0.47,,,1,,,,0,0.02363,0.00418,-0.00418,0,Msini,,,,0,,,,0,0,0,1,2,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,13.496,0.05,0,V (Johnson),12.415,,0,3457,39,-39,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,12/21/17,La Silla Observatory
K2-183,b,K2-183 b,Transit,0,3,0.469269,0.000026,-0.000024,0,,,,,,,,,25.034,56.232,-9.95,0,,,,,,0.232,2.276,-0.124,0,,,,,0,0,1,0,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,4.15,-4.15,0,332.14,4.29,-4.29,0,12.846,0.07,0,V (Johnson),12.67,,0,5519,88,-88,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,2/15/18,K2
K2-183,c,K2-183 c,Transit,0,3,10.792635,0.001175,-0.001054,0,0.0932,0.0012,-0.0012,0,,,,0,,,,0,,,,0,,0.256,0.019,-0.019,0,,,,0,0,0,1,0,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,4.15,-4.15,0,332.14,4.29,-4.29,0,12.846,0.07,0,V (Johnson),12.67,,0,5519,88,-88,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,10/26/18,K2
K2-183,d,K2-183 d,Transit,0,3,22.631964,0.004371,-0.003094,0,0.1527,0.002,-0.002,0,,,,0,,,,0,,,,0,,0.255,0.024,-0.024,0,,,,0,0,0,1,0,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,4.15,-4.15,0,332.14,4.29,-4.29,0,12.846,0.07,0,V (Johnson),12.67,,0,5519,88,-88,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,10/26/18,K2
K2-187,b,K2-187 b,Transit,0,4,0.77392,0.000095,-0.000092,0,0.0164,0.0002,-0.0002,0,,,,0,,,,0,,,,0,,0.116,0.012,-0.012,0,,,,0,0,0,1,0,08h50m05.67s,132.523605,+23d11m33.4s,23.1926,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,13.081,0.03,0,V (Johnson),12.867,,0,5484,81,-81,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,10/26/18,K2
K2-187,c,K2-187 c,Transit,0,4,2.872042,0.000424,-0.00042,0,0.0392,0.0005,-0.0005,0,,,,0,,,,0,,,,0,,0.161,0.012,-0.012,0,,,,0,0,0,1,0,08h50m05.67s,132.523605,+23d11m33.4s,23.1926,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,13.081,0.03,0,V (Johnson),12.867,,0,5484,81,-81,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,10/26/18,K2
K2-187,d,K2-187 d,Transit,0,4,7.14921,0.000776,-0.000788,0,0.072,0.0009,-0.0009,0,,,,0,,,,0,,,,0,,0.283,0.016,-0.016,0,,,,0,0,0,1,0,08h50m05.67s,132.523605,+23d11m33.4s,23.1926,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,13.081,0.03,0,V (Johnson),12.867,,0,5484,81,-81,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,10/26/18,K2
K2-187,e,K2-187 e,Transit,0,4,13.609878,0.003478,-0.002786,0,0.1106,0.0013,-0.0013,0,,,,0,,,,0,,,,0,,0.212,0.016,-0.016,0,,,,0,0,0,1,0,08h50m05.67s,132.523605,+23d11m33.4s,23.1926,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,13.081,0.03,0,V (Johnson),12.867,,0,5484,81,-81,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,10/26/18,K2
K2-188,b,K2-188 b,Transit,0,2,1.742169,0.000457,-0.000365,0,0.0289,0.0003,-0.0003,0,,,,0,,,,0,,,,0,,0.12,0.01,-0.01,0,,,,0,0,0,1,0,08h39m15.27s,129.813629,+23d21m26.9s,23.357481,452.9,8.43,-8.43,0,452.54,8.7,-8.7,0,12.646,0.03,0,V (Johnson),12.49,,0,5977,87,-87,0,1.06,0.03,-0.03,0,1.19,0.03,-0.03,0,10/26/18,K2
K2-188,c,K2-188 c,Transit,0,2,7.810253,0.000846,-0.000844,0,0.0785,0.0008,-0.0008,0,,,,0,,,,0,,,,0,,0.252,0.013,-0.013,0,,,,0,0,0,1,0,08h39m15.27s,129.813629,+23d21m26.9s,23.357481,452.9,8.43,-8.43,0,452.54,8.7,-8.7,0,12.646,0.03,0,V (Johnson),12.49,,0,5977,87,-87,0,1.06,0.03,-0.03,0,1.19,0.03,-0.03,0,10/26/18,K2
K2-189,b,K2-189 b,Transit,0,2,2.588309,0.000221,-0.000207,0,0.0361,0.0004,-0.0004,0,,,,0,,,,0,,,,0,,0.136,0.008,-0.008,0,,,,0,0,0,1,2,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,243.93,1.9,-1.9,0,243.8,1.94,-1.94,0,12.399,0.212,0,V (Johnson),12.254,,0,5519,67,-67,0,0.94,0.03,-0.03,0,0.87,0.01,-0.01,0,10/26/18,K2
K2-189,c,K2-189 c,Transit,0,2,6.679195,0.000383,-0.00039,0,0.068,0.0007,-0.0007,0,,,,0,,,,0,,,,0,,0.223,0.011,-0.011,0,,,,0,0,0,1,1,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,243.93,1.9,-1.9,0,243.8,1.94,-1.94,0,12.399,0.212,0,V (Johnson),12.254,,0,5519,67,-67,0,0.94,0.03,-0.03,0,0.87,0.01,-0.01,0,10/26/18,K2
K2-19,b,K2-19 b,Transit,0,3,7.9194,0.00005,-0.00005,0,0.074,0.0012,-0.0012,0,,,,,89.47,0.41,-0.41,0,,,,,,0.691,0.035,-0.035,0,,,,,1,0,1,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,292.14,5.62,-5.62,0,292.14,5.62,-5.62,0,13,0.01,0,V (Johnson),12.815,,0,5430,60,-60,0,0.93,0.05,-0.05,0,0.86,0.04,-0.04,0,7/7/16,K2
K2-19,c,K2-19 c,Transit,0,3,11.90715,0.0015,-0.0015,0,0.0971,0.0016,-0.0016,0,,,,,87.99,1.42,-1.99,0,,,,,,0.434,0.055,-0.039,0,,,,,1,0,1,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,292.14,5.62,-5.62,0,292.14,5.62,-5.62,0,13,0.01,0,V (Johnson),12.815,,0,5430,60,-60,0,0.93,0.05,-0.05,0,0.86,0.04,-0.04,0,7/7/16,K2
K2-19,d,K2-19 d,Transit,0,3,2.50856,0.00041,-0.00041,0,0.0344,0.0006,-0.0006,0,,,,,85.83,2.97,-4.74,0,,,,,,0.102,0.012,-0.012,0,,,,,1,0,1,0,11h39m50.47s,174.960312,+00d36m12.9s,0.603575,292.14,5.62,-5.62,0,292.14,5.62,-5.62,0,13,0.01,0,V (Johnson),12.815,,0,5430,60,-60,0,0.93,0.05,-0.05,0,0.86,0.04,-0.04,0,7/7/16,K2
K2-190,b,K2-190 b,Transit,0,2,10.098858,0.000619,-0.000643,0,,,,,,,,,88.357,1.159,-2.329,0,,,,,,0.121,0.016,-0.009,0,,,,,0,0,1,0,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,161.42,1.14,-1.14,0,161.42,1.14,-1.14,0,11.138,0.096,0,V (Johnson),10.959,,0,5631,50,-50,0,0.9,0.03,-0.04,0,0.91,0.1,-0.06,0,2/15/18,K2
K2-190,c,K2-190 c,Transit,0,2,21.574023,0.00573,-0.004302,0,,,,,,,,,88.977,0.731,-1.65,0,,,,,,0.098,0.014,-0.008,0,,,,,0,0,1,0,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,161.42,1.14,-1.14,0,161.42,1.14,-1.14,0,11.138,0.096,0,V (Johnson),10.959,,0,5631,50,-50,0,0.9,0.03,-0.04,0,0.91,0.1,-0.06,0,2/15/18,K2
K2-195,b,K2-195 b,Transit,0,2,15.852975,0.001201,-0.001168,0,0.1208,0.0016,-0.0017,0,,,,0,,,,0,,,,0,,0.279,0.011,-0.011,0,,,,0,0,0,1,0,13h19m19.56s,199.831512,-08d30m34.1s,-8.50948,317.83,4.15,-4.15,0,317.84,4.19,-4.19,0,12.497,0.01,0,V (Johnson),12.324,,0,5713,87,-87,0,0.94,0.04,-0.04,0,0.99,0.02,-0.02,0,10/26/18,K2
K2-195,c,K2-195 c,Transit,0,2,28.482786,0.006439,-0.00731,0,,,,,,,,,88.537,1.111,-2.691,0,,,,,,0.23,0.024,-0.013,0,,,,,0,0,1,0,13h19m19.56s,199.831512,-08d30m34.1s,-8.50948,317.83,4.15,-4.15,0,317.84,4.19,-4.19,0,12.497,0.01,0,V (Johnson),12.324,,0,5713,87,-87,0,0.94,0.04,-0.04,0,0.99,0.02,-0.02,0,2/15/18,K2
K2-199,b,K2-199 b,Transit,0,2,3.225338,0.000195,-0.000198,0,0.0385,0.0003,-0.0003,0,,,,0,,,,0,,,,0,,0.167,0.012,-0.012,0,,,,0,0,0,1,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,107.97,0.59,-0.59,0,107.85,0.6,-0.6,0,12.289,0.02,0,V (Johnson),11.905,,0,4648,52,-52,0,0.73,0.02,-0.02,0,0.68,0.01,-0.01,0,10/26/18,K2
K2-199,c,K2-199 c,Transit,0,2,7.374694,0.000306,-0.000291,0,0.0668,0.0005,-0.0005,0,,,,0,,,,0,,,,0,,0.248,0.012,-0.012,0,,,,0,0,0,1,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,107.97,0.59,-0.59,0,107.85,0.6,-0.6,0,12.289,0.02,0,V (Johnson),11.905,,0,4648,52,-52,0,0.73,0.02,-0.02,0,0.68,0.01,-0.01,0,10/26/18,K2
K2-201,b,K2-201 b,Transit,0,2,1.05979,0.000043,-0.000044,0,,,,,,,,,84.414,4.053,-6.735,0,,,,,,0.125,0.012,-0.007,0,,,,,0,0,1,0,19h34m14.58s,293.56073,-23d07m51.7s,-23.131035,199.05,1.67,-1.67,0,199.05,1.67,-1.67,0,12.809,0.24,0,V (Johnson),11.943,,0,5507,50,-50,0,0.96,0.02,-0.02,0,0.88,0.03,-0.02,0,2/15/18,K2
K2-201,c,K2-201 c,Transit,0,2,22.779878,0.001957,-0.001947,0,,,,,,,,,89.272,0.519,-0.923,0,,,,,,0.293,0.036,-0.016,0,,,,,0,0,1,0,19h34m14.58s,293.56073,-23d07m51.7s,-23.131035,199.05,1.67,-1.67,0,199.05,1.67,-1.67,0,12.809,0.24,0,V (Johnson),11.943,,0,5507,50,-50,0,0.96,0.02,-0.02,0,0.88,0.03,-0.02,0,2/15/18,K2
K2-21,b,K2-21 b,Transit,0,2,9.325038,0.000379,-0.000403,0,0.076,0.002,-0.003,0,0.1,0.148654,-0.084698,0,88.98,0.5,-0.31,0,,,,0,,0.164,0.009,-0.009,0,,,,0,0,0,1,0,22h41m12.88s,340.30368,-14d29m20.4s,-14.488987,83.85,0.26,-0.26,0,83.85,0.26,-0.26,0,12.85,0.02,0,V (Johnson),12.278,,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,10/26/17,K2
K2-21,c,K2-21 c,Transit,0,2,15.50192,0.000918,-0.000928,0,0.107,0.003,-0.004,0,0.21,0.20677,-0.173719,0,88.85,0.4,-0.15,0,,,,0,,0.222,0.015,-0.017,0,,,,0,0,0,1,0,22h41m12.88s,340.30368,-14d29m20.4s,-14.488987,83.85,0.26,-0.26,0,83.85,0.26,-0.26,0,12.85,0.02,0,V (Johnson),12.278,,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,10/26/17,K2
K2-219,b,K2-219 b,Transit,0,3,3.901287,0.00066,-0.000677,0,,,,,,,,,86.795,2.295,-4.798,0,,,,,,0.12,0.018,-0.016,0,,,,,0,0,1,0,00h51m22.87s,12.845309,+08d52m03.5s,8.86764,328.42,4.83,-4.83,0,328.42,4.83,-4.83,0,12.09,0.228,0,V (Johnson),11.911,,0,5753,50,-50,0,1.02,0.03,-0.03,0,1.19,0.16,-0.14,0,2/15/18,K2
K2-219,c,K2-219 c,Transit,0,3,6.66767,0.001283,-0.001569,0,,,,,,,,,87.269,1.983,-4.913,0,,,,,,0.128,0.019,-0.017,0,,,,,0,0,1,0,00h51m22.87s,12.845309,+08d52m03.5s,8.86764,328.42,4.83,-4.83,0,328.42,4.83,-4.83,0,12.09,0.228,0,V (Johnson),11.911,,0,5753,50,-50,0,1.02,0.03,-0.03,0,1.19,0.16,-0.14,0,2/15/18,K2
K2-219,d,K2-219 d,Transit,0,3,11.137278,0.000808,-0.000786,0,,,,,,,,,88.287,1.201,-2.037,0,,,,,,0.23,0.032,-0.029,0,,,,,0,0,1,0,00h51m22.87s,12.845309,+08d52m03.5s,8.86764,328.42,4.83,-4.83,0,328.42,4.83,-4.83,0,12.09,0.228,0,V (Johnson),11.911,,0,5753,50,-50,0,1.02,0.03,-0.03,0,1.19,0.16,-0.14,0,2/15/18,K2
K2-223,b,K2-223 b,Transit,0,2,0.50565,0.00006,-0.00005,0,0.0127,0.0001,-0.0001,0,,,,0,,,,0,,,,0,,0.079,0.009,-0.007,0,,,,0,0,0,1,0,12h21m13.48s,185.306152,-10d16m55.3s,-10.282037,201.1,2.5,-2.5,0,199.7,2.54,-2.54,0,11.431,0.02,0,V (Johnson),11.274,,0,5835,38,-40,0,1.06,0.02,-0.02,0,0.99,0.01,-0.01,0,7/12/18,K2
K2-223,c,K2-223 c,Transit,0,2,4.56327,0.00051,-0.00049,0,0.0549,0.0003,-0.0003,0,,,,0,,,,0,,,,0,,0.14,0.01,-0.006,0,,,,0,0,0,1,0,12h21m13.48s,185.306152,-10d16m55.3s,-10.282037,201.1,2.5,-2.5,0,199.7,2.54,-2.54,0,11.431,0.02,0,V (Johnson),11.274,,0,5835,38,-40,0,1.06,0.02,-0.02,0,0.99,0.01,-0.01,0,7/12/18,K2
K2-224,b,K2-224 b,Transit,0,2,4.47904,0.00116,-0.00132,0,0.0516,0.0004,-0.0004,0,,,,0,,,,0,,,,0,,0.139,0.014,-0.012,0,,,,0,0,0,1,0,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,277.7,2.9,-2.9,0,277.42,2.93,-2.93,0,12.682,0.04,0,V (Johnson),12.522,,0,5620,42,-45,0,0.91,0.02,-0.02,0,0.84,0.01,-0.01,0,7/12/18,K2
K2-224,c,K2-224 c,Transit,0,2,10.09489,0.00119,-0.00114,0,0.0886,0.0007,-0.0007,0,,,,0,,,,0,,,,0,,0.215,0.014,-0.011,0,,,,0,0,0,1,0,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,277.7,2.9,-2.9,0,277.42,2.93,-2.93,0,12.682,0.04,0,V (Johnson),12.522,,0,5620,42,-45,0,0.91,0.02,-0.02,0,0.84,0.01,-0.01,0,7/12/18,K2
K2-229,b,K2-229 b,Transit,0,2,0.58426,0.00002,-0.00002,0,0.0131,0,0,0,,,,0,,,,0,,,,0,,0.102,0.005,-0.003,0,,,,0,0,0,1,0,12h27m29.58s,186.87326,-06d43m18.7s,-6.721861,103.8,1,-1,0,102.85,1.08,-1.08,0,10.985,0.079,0,V (Johnson),10.786,,0,5315,35,-31,0,0.87,0.01,-0.01,0,0.79,0.01,-0.01,0,7/12/18,K2
K2-229,c,K2-229 c,Transit,0,2,8.32727,0.00041,-0.00043,0,0.0769,0.0003,-0.0003,0,,,,0,,,,0,,,,0,,0.181,0.011,-0.005,0,,,,0,0,0,1,0,12h27m29.58s,186.87326,-06d43m18.7s,-6.721861,103.8,1,-1,0,102.85,1.08,-1.08,0,10.985,0.079,0,V (Johnson),10.786,,0,5315,35,-31,0,0.87,0.01,-0.01,0,0.79,0.01,-0.01,0,7/12/18,K2
K2-233,b,K2-233 b,Transit,0,3,2.46746,0.00014,-0.00014,0,0.03317,0.00044,-0.00045,0,0,,,0,88.79,0.82,-0.94,0,,,,0,,0.125,0.006,-0.005,0,,,,0,0,0,1,1,15h21m55.20s,230.47998,-20d13m54.1s,-20.231684,67.64,0.28,-0.28,0,67.64,0.28,-0.28,0,10.726,0.019,0,V (Johnson),10.419,,0,4950,100,-100,0,0.8,0.03,-0.03,0,0.74,0.03,-0.03,0,4/26/18,K2
K2-233,c,K2-233 c,Transit,0,3,7.06142,0.00084,-0.00084,0,0.06687,0.00088,-0.0009,0,0,,,0,88.95,0.61,-0.47,0,,,,0,,0.119,0.007,-0.007,0,,,,0,0,0,1,1,15h21m55.20s,230.47998,-20d13m54.1s,-20.231684,67.64,0.28,-0.28,0,67.64,0.28,-0.28,0,10.726,0.019,0,V (Johnson),10.419,,0,4950,100,-100,0,0.8,0.03,-0.03,0,0.74,0.03,-0.03,0,4/26/18,K2
K2-233,d,K2-233 d,Transit,0,3,24.3662,0.0021,-0.0021,0,0.1527,0.002,-0.0021,0,0,,,0,89.35,0.12,-0.11,0,,,,0,,0.236,0.01,-0.01,0,,,,0,0,0,1,1,15h21m55.20s,230.47998,-20d13m54.1s,-20.231684,67.64,0.28,-0.28,0,67.64,0.28,-0.28,0,10.726,0.019,0,V (Johnson),10.419,,0,4950,100,-100,0,0.8,0.03,-0.03,0,0.74,0.03,-0.03,0,4/26/18,K2
K2-239,b,K2-239 b,Transit,0,3,5.24,0.001,-0.001,0,0.0441,0.0008,-0.0008,0,,,,0,88.99,0.68,-0.87,0,,,,0,,0.098,0.009,-0.009,0,,,,0,0,0,1,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,49,3,-3,0,31.11,0.08,-0.08,0,14.549,0.04,0,V (Johnson),13.437,,0,3420,18,-18,0,0.4,0.01,-0.01,0,0.36,0.01,-0.01,0,6/21/18,K2
K2-239,c,K2-239 c,Transit,0,3,7.775,0.001,-0.001,0,0.0576,0.0009,-0.0009,0,,,,0,88.77,0.7,-0.57,0,,,,0,,0.089,0.009,-0.009,0,,,,0,0,0,1,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,49,3,-3,0,31.11,0.08,-0.08,0,14.549,0.04,0,V (Johnson),13.437,,0,3420,18,-18,0,0.4,0.01,-0.01,0,0.36,0.01,-0.01,0,6/21/18,K2
K2-239,d,K2-239 d,Transit,0,3,10.115,0.001,-0.001,0,0.0685,0.0012,-0.0012,0,,,,0,89.43,0.38,-0.45,0,,,,0,,0.098,0.009,-0.009,0,,,,0,0,0,1,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,49,3,-3,0,31.11,0.08,-0.08,0,14.549,0.04,0,V (Johnson),13.437,,0,3420,18,-18,0,0.4,0.01,-0.01,0,0.36,0.01,-0.01,0,6/21/18,K2
K2-24,b,K2-24 b,Transit,0,2,20.88977,0.00034,-0.00035,0,,,,0,0.06,0.01,-0.01,0,,,,0,0.05978,0.00692,-0.00661,0,Mass,0.482,0.018,-0.018,0,0.64,0.12,-0.1,0,1,0,1,0,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332,171.39,1.35,-1.35,0,171.39,1.35,-1.35,0,11.07,0.11,0,V (Johnson),10.907,,0,5625,60,-60,0,1.07,0.06,-0.06,0,1.16,0.04,-0.04,0,12/13/18,K2
K2-24,c,K2-24 c,Transit,0,2,42.3391,0.0012,-0.0012,0,,,,0,0.07,,,1,,,,0,0.04845,0.00598,-0.00566,0,Mass,0.669,0.027,-0.027,0,0.2,0.04,-0.03,0,1,0,1,0,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332,171.39,1.35,-1.35,0,171.39,1.35,-1.35,0,11.07,0.11,0,V (Johnson),10.907,,0,5625,60,-60,0,1.07,0.06,-0.06,0,1.16,0.04,-0.04,0,12/13/18,K2
